日期,线号,行别,里程,设备ID,车速,数据等级,corrected_level,level_is_correct,event_type,event_confidence,event_reason,prior_high_count_3d,prior_device_count_3d,trend_slope_3d,q1_reliability_score,q1_device_status
2024-03-07 22:48:00,3001,上行,3040.348,239_8718,60,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-07 22:49:00,3001,上行,3040.273,239_8718,60,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-08 08:31:00,1001,单线,1079.233,101_1245,105,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-08 08:31:00,1001,单线,1078.0,101_1245,100,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-08 08:31:00,1001,单线,1079.202,101_1245,105,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-09 02:59:00,4001,单线,4078.035,101_1222,138,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-10 16:38:00,3001,上行,3040.237,239_8718,60,3,3,1,线路问题,0.7,3天窗口复现,1,1,0.0,,未知
2024-03-12 04:53:00,4001,单线,4023.737,101_1202,138,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 04:53:00,4001,单线,4024.518,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 04:54:00,4001,单线,4027.394,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 04:56:00,4001,单线,4031.17,101_1202,136,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:01:00,4001,单线,4042.93,101_1202,136,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:05:00,4001,单线,4051.717,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:10:00,4001,单线,4062.909,101_1202,135,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:11:00,4001,单线,4066.57,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:11:00,4001,单线,4065.67,101_1202,136,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:11:00,4001,单线,4064.74,101_1202,135,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:12:00,4001,单线,4066.913,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:15:00,4001,单线,4075.419,101_1202,133,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:15:00,4001,单线,4074.61,101_1202,135,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:16:00,4001,单线,4078.038,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:17:00,4001,单线,4079.139,101_1202,138,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:17:00,4001,单线,4079.244,101_1202,138,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:18:00,4001,单线,4081.525,101_1202,137,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:19:00,4001,单线,4083.766,101_1202,136,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:23:00,4001,单线,4093.685,101_1202,134,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:26:00,4001,单线,4099.962,101_1202,134,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 05:26:00,4001,单线,4099.427,101_1202,135,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-12 08:15:00,3001,上行,3080.475,101_210,115,3,3,1,线路问题,0.7,"3天窗口复现,3天趋势上升",1,1,1.6339869281045757e-05,,未知
2024-03-14 00:46:00,2001,单线,2031.719,102_1473,75,3,4,0,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-15 05:08:00,3001,上行,3095.962,240_562,117,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-15 05:09:00,3001,上行,3094.511,240_562,117,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-15 05:11:00,3001,上行,3090.179,240_562,117,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-15 05:13:00,3001,上行,3085.777,240_562,117,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-15 05:13:00,3001,上行,3085.658,240_562,117,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-17 23:54:00,1001,单线,1048.313,101_1259,113,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-18 05:16:00,4001,单线,4078.055,101_1222,139,3,3,1,线路问题,0.7,"3天窗口复现,3天趋势上升",1,1,1.3698630136986302e-06,,未知
2024-03-19 07:13:00,3001,上行,3067.526,240_352,115,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-19 15:00:00,3001,上行,3002.75,240_74,113,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-19 15:00:00,3001,上行,3002.783,240_74,113,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-19 18:08:00,4001,单线,4027.362,101_1296,117,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-20 05:16:00,4001,单线,4078.052,101_1222,137,3,3,1,线路问题,0.85,"3天窗口复现,3天趋势上升",2,2,1.6515741844425863e-07,,未知
2024-03-22 06:04:00,4001,单线,4078.039,101_1222,120,3,3,1,线路问题,0.7,3天窗口复现,1,1,0.0,,未知
2024-03-22 21:11:00,4001,单线,4027.34,101_1296,135,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-23 07:13:00,3001,上行,3070.104,240_275,113,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-23 07:15:00,3001,上行,3067.481,240_275,114,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-23 14:05:00,3001,上行,3074.618,240_562,115,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-03-26 05:43:00,4001,单线,4050.885,101_1202,118,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-28 04:30:00,1001,单线,1058.375,101_1245,113,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-28 23:32:00,1001,单线,1073.683,101_1245,60,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-29 06:51:00,3001,上行,3069.282,240_352,114,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-31 10:01:00,4001,单线,4046.723,103_6388,64,3,4,0,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-03-31 21:40:00,4001,单线,4028.534,103_6388,60,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-04-03 18:36:00,3001,上行,3070.164,240_447,157,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-04-03 23:52:00,1001,单线,1051.659,101_1257,109,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-04-03 23:53:00,1001,单线,1048.784,101_1257,109,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-04-04 07:39:00,3001,上行,3069.299,240_352,114,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-04-06 18:38:00,3001,上行,3069.526,240_669,145,3,3,1,线路问题,0.7,3天窗口复现,1,1,-5.78302105019662e-08,,未知
2024-04-07 05:17:00,3001,上行,3086.533,240_352,117,3,3,1,线路问题,0.85,3天窗口复现,2,2,-2.074777852272865e-08,,未知
2024-04-07 06:50:00,3001,上行,3069.306,240_315,115,3,2,0,设备或干扰,0.9,原始高等级但修正后低于3级,0,0,0.0,,未知
2024-04-07 23:52:00,1001,单线,1048.276,101_1241,117,3,3,1,线路问题,0.7,"3天窗口复现,3天趋势上升",2,1,4.0495198426472276e-07,,未知
2024-04-08 03:23:00,3001,上行,3067.744,239_916,78,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
2024-04-08 03:23:00,3001,上行,3067.709,239_916,78,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,,未知
