日期,线号,行别,里程,设备ID,车速,数据等级,corrected_level,level_is_correct,event_type,event_confidence,event_reason,prior_high_count_3d,prior_device_count_3d,trend_slope_3d,q1_reliability_score,q1_device_status
2024-01-01 18:44:00,3001,上行,3069.318,240_58,152,2,3,0,不确定,0.55,"3天窗口复现,仅同设备重复,线路与设备信号冲突",2,1,4.803073967339098e-07,24.15,abnormal
2024-01-01 18:44:00,3001,上行,3067.825,240_58,154,2,3,0,线路问题,0.85,"3天多设备复现,3天窗口复现",6,3,-4.819449413855739e-07,24.15,abnormal
2024-01-01 18:44:00,3001,上行,3070.067,240_58,153,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,24.15,abnormal
2024-01-01 18:44:00,3001,上行,3069.279,240_58,152,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,24.15,abnormal
2024-01-01 18:44:00,3001,上行,3067.889,240_58,154,2,3,0,线路问题,0.85,3天窗口复现,2,2,-2.581260167717815e-07,24.15,abnormal
2024-01-01 18:44:00,3001,上行,3070.226,240_58,153,2,3,0,不确定,0.55,"3天窗口复现,仅同设备重复,线路与设备信号冲突",2,1,2.401536983669547e-07,24.15,abnormal
2024-01-01 18:45:00,3001,上行,3067.498,240_58,154,2,3,0,线路问题,0.85,"3天多设备复现,3天窗口复现",5,3,-2.5291903207869005e-07,24.15,abnormal
2024-01-01 18:45:00,3001,上行,3067.53,240_58,154,2,3,0,线路问题,0.85,"3天多设备复现,3天窗口复现",4,2,-2.8797568615905424e-07,24.15,abnormal
2024-01-01 18:45:00,3001,上行,3067.467,240_58,154,2,3,0,线路问题,0.85,"3天多设备复现,3天窗口复现",5,3,-2.5291903207869005e-07,24.15,abnormal
2024-01-01 18:45:00,3001,上行,3067.197,240_58,153,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,-4.803073967339101e-07,24.15,abnormal
2024-01-02 07:20:00,3001,上行,3058.309,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:20:00,3001,上行,3058.375,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:20:00,3001,上行,3058.246,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.258,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.32,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.13,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.193,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.225,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.161,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.098,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:21:00,3001,上行,3057.289,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-02 07:28:00,4001,单线,4000.04,105_1118,136,2,3,0,设备或干扰,0.7,孤立高值,0,0,0.0,100.0,normal
2024-01-02 23:59:00,1001,单线,1051.665,101_1245,93,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,76.11,abnormal
2024-01-03 06:28:00,4001,单线,4078.034,101_1227,119,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 05:09:00,3001,上行,3085.791,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:09:00,3001,上行,3085.68,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:09:00,3001,上行,3085.759,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:09:00,3001,上行,3085.823,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:09:00,3001,上行,3085.721,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:09:00,3001,上行,3085.86,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:09:00,3001,上行,3085.895,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.49,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.454,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.06,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.025,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.649,240_66,115,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.961,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.994,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.421,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.712,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.848,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.786,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.163,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.053,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.581,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.134,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.926,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.525,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.55,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.194,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.127,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.321,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.225,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.39,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.587,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.359,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.257,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.096,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.485,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.882,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.516,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.646,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.618,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.817,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.556,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.091,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.391,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.288,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.748,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3085.422,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.679,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.454,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:10:00,3001,上行,3084.014,240_66,115,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:11:00,3001,上行,3082.681,240_66,116,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.362,240_66,70,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.576,240_66,71,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.323,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.614,240_66,71,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.537,240_66,71,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.505,240_66,71,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.432,240_66,71,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.291,240_66,66,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,4.3055196762249244e-08,42.21,abnormal
2024-01-04 05:28:00,3001,上行,3070.467,240_66,71,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.319,240_66,59,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.358,240_66,57,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.141,240_66,67,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.216,240_66,65,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.5,240_66,49,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3065.969,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.251,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.465,240_66,51,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.176,240_66,66,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3065.938,240_66,75,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.431,240_66,54,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.567,240_66,45,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.535,240_66,47,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.11,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.0,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.288,240_66,61,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.603,240_66,43,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.398,240_66,56,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.035,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:16:00,3001,上行,3066.073,240_66,70,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:28:00,3001,上行,3057.452,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:28:00,3001,上行,3057.545,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:28:00,3001,上行,3057.421,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:28:00,3001,上行,3057.514,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 06:28:00,3001,上行,3057.483,240_66,74,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-04 07:28:00,4001,单线,4000.062,105_1118,138,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,5.787037037037034e-08,100.0,normal
2024-01-04 18:24:00,4001,单线,4009.529,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:24:00,4001,单线,4009.466,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4010.946,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4010.915,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4011.012,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4010.977,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4011.494,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4010.853,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4011.074,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:25:00,4001,单线,4011.557,103_6418,76,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:26:00,4001,单线,4012.1,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:26:00,4001,单线,4012.317,103_6418,76,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:26:00,4001,单线,4012.353,103_6418,76,2,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:26:00,4001,单线,4012.829,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:26:00,4001,单线,4012.255,103_6418,76,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:27:00,4001,单线,4014.089,103_6418,78,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:27:00,4001,单线,4013.741,103_6418,78,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-04 18:27:00,4001,单线,4013.678,103_6418,78,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
